song_id,title,artist_id,artist_name
SOLTTJA12A8C13FC12,Christelle Est Une Ordure,AROGAPH1187B98CF9C,Bénabar
SOVEVEW12A8C13D5A6,Mystic River,ARD842G1187B997376,Blue Rodeo
SORLYZU12AB017CE89,Arrivederci Roma,ARLNSD41187FB4D9A0,Sergio Franchi
SOSLBDO12AB018117E,I Love It [Clubstar Remix],ARDCQM61187B9951CE,Sneaky Sound System
SOZNGXX12AB018607B,World Of The Video Game,ARNSTES1187FB4FC9B,Shinehead
SONHYZF12AB0186F67,My Mind Is Gone,AR6PMJQ1187B9B9655,3 Steps Ahead
SOKHSGF12A8AE4775D,Are You Home,ARHINI31187B995C1D,Singing Melody Feat. Robyn
SOKPPXC12A8C13AACE,Encore,AR2NJG71187FB5203E,Roni Size
SOOERYW12AB0185A53,Prove Something (explicit album version),AR2XI6G1187B9AE7DA,Fat Joe
SOISHGK12A8AE452B3,No La Dejes Sola,ARMWXUE1187B9B9D3D,Los Titanes
SOQJEKO12AB018700E,Burlesque burglary,ARYZ1NG1187FB3FD40,Cool cavemen
SOSBJIU12A8C1345E7,Punjabian Di Chale Glassi,ARELFAE1187FB40D0A,Bally Sagoo
SODNZDE12AB0184C18,Sublime Control,ARWPHDF1242077F0B8,:Blacks On :Blondes
SOVHTEG12AB0188A10,People Like New (LP Version),AR3FOK11187FB3F4EE,Seven Mary Three
SOQUHIF12A8C131AE9,Oute Mia Fora,ARKEZNY1187B9B7F6C,Irini Merkouri
SOZUSPS12AB018DD52,Running Sabotage,AR2D0XK1187B98EC4A,Johnny Pearson
SOGEMEJ12B34F1C5AC,Arnold Layne,AR2W4T81187FB410A7,David Gilmour Featuring Richard Wright
SOQSAOA12A8C1435BF,Strangerhood,AR3WMW01187B9921F7,Schizoid
SOJPOIO12AB0184888,Piranha,AR1ZZOW1187B99BA84,Bumblefoot
SONYTNS12A8C1374D9,I Can't,ARDI88R1187B98DAB2,Foxy Brown / Total
SOSZDCF12A6D4FCC54,It's Not Unusual,AROUOZZ1187B9ABE51,Willie Bobo
SOCMHUW12A58A7A5A1,Fixin' To Die Blues,ARNEL2O1187FB4421A,Bukka White
SOAZIRE12A6702046F,Venice Queen (Album Version),ARE8GLF1187FB52532,Red Hot Chili Peppers
SOFPDFR12A8C136ACA,Subliminal mit Naturgeraeuschen,ARLMCCW1241B9CE7CB,Kurt Tepperwein
SOSQILZ12AB0185AFB,I Can't Wait 'Til Christmas (LP Version),ARG09R51187FB4D5C2,Bryan White
SOTWTSO12A8C142128,Guitarra Dimelo Tu,AR6IJ6U1187B99FC7C,Alberto Cortez
SOFKQMM12A8C137176,I Will Turn Your Money Green (Tk. 1),ARN7OQ21187FB5A6B3,Furry Lewis
SOSZPZP12A58A7E624,The Fortway,ARJ3DXR1187FB4F879,Dirty Harry
SOKFQQD12A8C138826,Jesus Hold My Hand (The Best of Homecoming - Volume 1 Version),ARBB58Y1187B9B621B,Bill & Gloria Gaither
SOAECMT12AB0183897,Hold me,ARRESZG1187B9A3FBF,Les Hou-Lops
SOYRCSM12AB0181154,Lonely,AR3TITY1187B99E790,Gyptian
SOLYFEM12A8AE4836E,Gun Thirsty,ARMPQIE1187FB3D4EB,Bounty Killer
SOMXUAV12AB0188A0E,Dedicated To The One I Love,ARALP6I1187B989E27,The Shirelles
SOMTPYO12A8C14413D,Uptown,ARXGASQ1187FB3C727,Camp Lo
SOUTSOK12A8C146665,You,ARU868Z1187FB47319,Wonderland
SOJIRPT12AB01877A6,Walking In Dub,ARJ2PMY1187FB5B563,Burning Spear
SOCFXMH12A6D4FD1B8,Ego Trip by Nikki Giovanni,ARTXGGI1187B9B3D58,Blackalicious
SOHOSLP12AB01805E6,Hollow Dream,ARO7FES1187B9A59BE,M.I.K.E.
SODTJWJ12CF5F88321,I Know Somethin (Bout You),ARSW5F51187FB4CFC9,Alice In Chains
SOAEPLE12AB0186815,That Blows My Mind (Slammin' and Way Out There!),ARSF4161187B9B449F,The Gone Jackals
SONFGZA12AB018643D,Evil Ways,AR243ZT1187B9A98D2,Otis Spann
SOXXBFW12A8C13D1E6,No Comprimise_ No Regrets,ARGYHUI1187B9AC2A5,Hanoi Rocks
SOCCEGY12A8C1455F8,Tramonto Etnico,ARFUSID1241B9C9462,Daniela Dessì
SOOUUAW12AB0187CFD,Missing,AR2WUJP1187B99364C,Nicola Fasano feat. Paula B.
SOJMWFE12A8C139C13,Birdies,AR2H1J41187FB5C640,Danny Elfman
SOODQDR12AB0181456,La Vida Eres,ARWGY6U1187B98B228,Orquesta Sublime
SOUXCFT12AB01846C9,A la Hora,ARRSNAA11F50C49717,Ocho y Media
SOUOETK12A58A7B18D,Catch Me In The Morning (Album Version),AR25LGJ1187B9B2492,Doug Sahm Tex Mex Trip
SORUIOA12A8C13F7CE,Stand By Me (Freedom Band Album Version),ARDW74M1187B98DA34,Bill & Gloria Gaither
SOILOWM12AB018648D,Destroy 2000 Years Of Culture,AR3TG3X1187FB4D577,Atari Teenage Riot
SOBFOYA12A6D4FB36C,Peer Gynt - Incidental Music (2004 Digital Remaster): 4.   In the Hall of the Mountain King,AREBSCJ1241B9C7BDF,Staatskapelle Dresden/Herbert Blomstedt
SORURGG12A8C13E8BF,Crack,ARX9YIP1187B98A656,RUN-DMC
SOUWVXK12A8C13CAB9,Hide Thou Me,ARBPRTL11F4C83CB05,Oak Ridge Boys
SOJVHYM12A8AE4659A,Lu Ren Jia,ARZCXO91187FB53708,Justin
SOXDVNH12A8C1392C0,Melody,ARIQD5J1187B98D8DC,Kerson
SOQOQNQ12A81C21F1B,Rock Of Gibraltar,ARODBRG1187FB3FD99,Nick Cave & The Bad Seeds
SOEBRRS12AB0184BDC,C'est moi le mari,ARHXWB01187B9A205C,Jean Gabin
SOJTMEQ12AB0188BB7,I Promise My Heart,AR022JO1187B99587B,Ross
SOLZFRY12A8C13BDF3,Narrow Grave,ARZRTZT124549A402A,Army of the Pharoahs
SOLNOMM12A8C132AD8,Blue Yodel No. 1(T For Texas),AR7JPF81187B988D23,Charlie McCoy
SOTIXNQ12A58A77E78,Three Bells / Les 3 cloches,AR7TTCH1187FB3F95C,Leon Russel
SOKJLTF12A6701F927,Holly & The Ivy (Album Version),AR1W3MA1187B99E6D8,Danny Wright
SOEBCQH12A8AE46E5C,Maldito Amor Featuring Tito El Bambino (Version Urbana),ARL7K851187B99ACD2,Andy Andy
SOOOUCP12AB0180D5B,O Come All Ye Faithful,ARFLBJQ1187B9B928D,Nando Lauria
SOLAJJX12AB01824B9,Juguete,ARNSAEA1187B9B908E,Cheo Feliciano
SOAGIPB12AB0181E21,No One,ARTZMXB1187B990A55,Streetwize
SORTPSA12A67ADBFE2,Derek Taylor - Introduction,AR6XZ861187FB4CECD,The Beatles
SOQLGZH12AF729B7CF,I Put a Spell on You,ARWVOHH1187FB5974B,Screamin' Jay Hawkins
SOHUKWF12A6D4FA598,Cordeiro De Nana,AR3THYK1187B999F1F,João Gilberto / Gilberto Gil / Caetano Veloso
SOAEJTI12A8C145051,Shogun [with fade_ for special edition],ARJBWQI1187B9B17D1,Trivium
SOKEAOU12A6D4FB6B2,Out Of The Blue,ARLDW2Y1187B9B544F,Tommy James And The Shondells
SONFVHA12A6D4F932F,Satin Doll,ARB29H41187B98F0EF,Terry Callier
SOZYWLD12AB01859CE,Wide Awake In A Dream,ARIZCNG12802FDFC69,Coraleena Ellis
SOOUGMQ12A8AE472AC,Quartier Latin,AR5IDI61187FB43E75,Bloomfield
SOFMCTW12A8C139DDA,The Raggle Taggle Gypsy,AR0V36F1187FB366B1,The Chieftains
SOLVYRN12AF72A9C09,Can You Dance With Me?,ARW2U4O1187FB4408B,Andrew W.K.
SOACIFE12AB0187C9C,So In Love,AR4L5ZC1187FB450A4,Bescenta
SOBCOMU12A8C1330B0,Buddy and Santa's Flight,ARH1LE01187B98D68D,John Debney
SONDBYI12A6310D81C,Outro,AR8B1WY1187FB38366,Rakim
SOSLKBG12AB018D75E,The Happy Organ,AR0TZ7T1187B994E37,"Dave ""Baby"" Cortez"
SOBRNCK12A8C13FB92,No Night In Zion - Original,ARJO8W91187B9AB734,Count Ossie
SOYMCST12AB017E8AB,Insanity,ARWAPYC1187FB3FCAF,S.U.P
SONIHFO12CF5F87D6C,Piece Of My Heart,ARS86AJ1187B9B4225,Janis Joplin
SOSMJQM12AC4686FC7,Merzwaltz,ARROUEA1187FB4AA0F,Atom
SOLKHLK12A8AE47A23,The Heretic Anthem (Live version) (Album Version),AR0KBXO1187B996460,Slipknot
SOOGMHS12AB017D84A,Tootie Blues,ARZMWNY1187B99EBF1,Paul Geremia
SOHSILH12A58A7CA6B,Hot Night Downtown,ARUUXNF1187B98FB36,Charlie Peacock
SOVJUCU12A8C138B3E,No More Blues,ARN6EWN1187B9A4600,Jimmy Wyble
SOLTKCF12AB018600D,Si Yo Tuviera,ARE73DO1187B9B9DDE,Los Brujos
SOVKZLE12AB018A2F4,Better,ARBQ5TQ1187B992B8A,Vivian
SOMBKBP12AC468D7E2,Wichita Cathedral [live],ARPQ4Z01187FB3A736,Butthole Surfers
SOEMDLK12AB01860D9,Ugly Like Me (Demo Version),AR08NXW1187B99526D,Die Symphony
SOHDPPB12AC4687A5A,II Allegro,ARCDLDD11F33E000A4,Varios
SOFNSNQ12AB01833D2,Obstacles in My Way,ARUAKAN1187FB48204,Walter Trout
SOWDQHL12A6D4FAE8F,La Marca De Tus Labios,ARRJFJ31187B9961EF,Sergio Dalma
SORYSZW12AB0188A2A,Ammunition,ARMZJIZ1241B9CA2DB,The Jane Shermans
SODKVWC12AF72A53CF,Face Drop,AR9LJ9D1187FB4303D,Sean Kingston
SOFUKSP12A8C1416DC,Gone Dead On You Blues,ARE36MM1187B991E50,Blind Lemon Jefferson
SOBYREB12A8C13CF88,Chagall(OS),AR9HNKW1187FB57EC6,Mei Chi Chiang
SOJWCMG12A8AE46D46,I Love This Town,ARDVZTE1187FB5A0A1,Bon Jovi
SOQQIOF12A8AE47FD0,Les chasseurs d'esclaves,AR9ILJF1187B9B80ED,Gabriel Yared
SOSHNFD12AB0188458,Sea Of Heartbreak,ARK9W051187FB4B783,Zombina & The Skeletons
SOFYDKI12A8C13F96E,Miserere: XII. Ne Projicias,ARGAJDQ11F50C4EDDF,Dan Shen_ Gruppo Vocale Cantemus_ Ensemble Airone_ Luigi Marzola
SOYQGMA12A6D4FA935,No Bad Oral Sex / Dick Dessert,AR3RNXB1187B98F0B4,Monique Marvez
SOTOIUP12AB0180CA0,Got To Find My Little Woman,ARUNYOW1187FB43F2A,Blind Boy Fuller
SONOWJT12A81C23646,When The Sun Comes Out,ARFZDSJ1187FB494AB,Dancecore Allstars
SOKHJYT12A8C13731B,The Old Rugged Cross (Medley)  (Love To Tell The Story Album Version),AR4GP451187FB3F2BB,Andy Griffith
SOBBENR12A8C134234,Pish Tash,AROI96Z1187B9A5304,Mish Mash
SOCBMQQ12A8C14447A,Seis Perlas Cubanas,ARWGY6U1187B98B228,Orquesta Sublime
SOETVON12AB0181732,Immonumental,ARPTHEV123E29C17B3,Flowin Immo et Les Freaqz
SOYIUPV12AF72AC56B,Tabloid Junkie,ARXPPEY1187FB51DF4,Michael Jackson
SOFXDAO12A6D4FA140,Limosna De Amores,ARUK0W21187B995456,Isabel Pantoja
SOBXWEW12AB017FB9B,Rebelion,ARYN2M61187B995BD6,Juanes
SOGCZSL12AB018572C,Superstar,ARNR58F1187FB52FA9,BigElf
SOEJCNS12A8C142BBE,Borrow Mine,AR3USQW1187FB4A90D,Bebo Norman
SOZVJGT12A8C137370,Mi Alma Esta Enamorada,AR6IJJ41187B98C872,Bobby Pulido
SOGKRNG12AB01862A3,Bubulina,ARPNDSH1187B9B942F,Sui Generis
SOYASGU12A6D4F89BE,Under The Palms,ARKQ6QN1187B9B016D,Photek
SOHWREF12A58A7EC7F,Flash_ Crash and Thunder,ARO08R311C8A414C15,The LeRoi Brothers
SODQLZO12A8C14308B,Death Don't Have No Mercy,AREOGMA1187B9908EF,Hot Tuna
SOQQXZF12AB01805D8,Meditations,AR1IY3B1187B98B384,Joanna Connor
SOQASQZ12A8C14213B,Pus-Filled Carcass,ARI8GY11187B988DF4,Hemdale
SOUKYBX12AF72AB35E,Life,AR2O3B51187B98CD94,Cece Winans
SOOCHHF12AAFF4419A,The Legionnaire,ARTYGL51187B98F9D3,K.T. Oslin
SOFOYJY12A679D30E3,On The Boards,ARPH0O91187B99706D,Taste
SOWNMUN12AB0188EA9,Peace Prayer,ARWV4FQ11C8A42ABCE,Dhamika
SOXBXWO12AF72A719A,She Will Never Let Me Down,ARANIJI11F4C83EFD2,Toots & The Maytals
SOXAXWG12A81C20D97,You Made The Difference To My Life (LP Version),ARISHTQ1187FB3E6F0,Ben E. King
SOLCWWS12AB0188F42,Evenfall,ARB4ZRM1187B993147,Dark Fortress
SOKRBIR12A8C12FF4B,Confused,ARQ6DNW1187FB4DF1D,Deborah Coleman
SOZGUKP12AB018A2E2,Intro,AR8W8DN1187FB35ED0,The Germs
SONNWOE12A6D4F8272,Hoy,ARMT23H1187B995083,Emilio
SOGWECM12AAF3B477E,Represent,ARPINYO12454A2E4AB,Deathstar
SOZTXFU12A8C13F5C0,Fleeting sound,ARL47TY11C8A416938,Time Factory
SOVQQYE12AB0183BD8,No Sé  Lo Que Hacer,ART6QCS1187FB40CBD,Los Auténticos Decadentes
SOUOOCR12AB0182781,Down On My Knees,ARN03F71187FB4E3F4,Ayo
SOWMYVP12AB017BB47,It's So Hard To Stumble (When You're Down On Your Knees),ARUNHZF122988ED7DA,Lou Reid & Carolina
SOFCKRY12AAF3B2FAF,Rainin' In My Heart,ARBFDJW1187B9AD27A,The Fabulous Thunderbirds
SOLVUQB12A6D4F7DF3,Soon Come (2002 Digital Remaster),ARW0Z9V1187B9A0699,Peter Tosh
SOLTUPQ12AAF3B2B85,An Afternoon On the Moon (Jet Jaguar's Remix),AREOREU1187B99AACD,Rhian Sheehan
SOLLQHF12A8C13FC20,Dios Bendiga,ARNTTHK1187B98FF64,Andy & Lucas
SOVJBXW12AB017FE32,Jokers and Thieves,ARKKTIY11F4C845817,Chris Vickery
SORLQLI12A8C1373BB,Because - Part 1,AR4UJ7O1187B994010,Buddy Johnson
SOXADYA12A8C135E39,The Bubble,ARLLUSZ1187B98ACDC,Tha Liks featuring King T
SOPDIKM12AB017E911,The Dance at The Gym,ARV38Z81187B98E608,The Jets & The Sharks & Leonard Bernstein&The New York Philharmonic Orchestra
SOBABBA12AC468ADD9,Print,ARDD1RC1187B9B52B4,Jacob Young
SOEZUVC12AB0187534,The Education Of Jamie,ARZHXR61187FB3D065,The Family Stand
SOXFCPM12AB01896CC,La Ley De La Vida,ARS4KT21187B9B9438,Fito Paez
SORYDTU12AB0184426,Doin' It,ARJNOOU11F4C845A6A,Riviera Regime
SOEGTGH12A6D4F7DF4,Goodnight Girl,AR35YUO1187B9AD83E,Wet Wet Wet
SOOFGBS12AB017F30A,Ai De Jie Shi,AR8QHU51187B9A3341,Leo Ku
SONFCKJ12AB0185138,Awake (Album Version),AREW7CO1187B9A1B0D,Onesidezero
SOQGWBX12AB017E456,Maudits anglois,ARE2XN81187B98BB83,Alexis HK
SORVOHB12A81C24347,Shi Qu Ni,ARCRR5X1187FB3BD4A,Elva Hsiao
SONYMCA12AB0184228,Wanna Be A Star,ARTL6FB1187FB4EAA7,Kool Keith
SOHMHLN12AC90977FE,If I Had My Way I'd Tear This Building Down,ARDK0551187FB5AC48,Blind Willie Johnson
SOIPEKK12AB01805B4,When The Saints Go Marching In,AR858UO1187FB437B4,Precious Bryant
SOWJDTP12AB018715D,Player No More,ARHINI31187B995C1D,Singing Melody
SOGVPUQ12AC468BCA8,Humppa,ARSIECN1257509EBB0,Kapelle Herrenweide
SOKRLXS12AB0183E51,The Quality of Life,ARUUXNF1187B98FB36,Charlie Peacock
SOWOACC12AB0181FCC,Atotonilco,ARDPPNV11F4C842433,Marimba Alma De Chiapas De Juan Palacios
SOUCLBZ12AB0182A5A,Waterfall,AROMMO41187B99F8FF,Jeff Wahl
SORAXQJ12A8C1333AA,Pata Pata,ARW1DZQ1187B9A18E0,Vusi Mahlasela
SOYIRYT12A6D4F9B3E,Drown The Dog!,ARWZE8O1187B9B8480,Elmer Bernstein
SOUOJUC12AB017CF7E,Charley_ My Boy,ARSDSMG1187B98CB59,Eddie Cantor
SOEHDUX12AB0187C5A,Choral : Komm_ Heiliger Geist_ BuxWV 199 (Remasterisé En 2010),ARN8NCB1187FB49652,Lionel Rogg
SOEPZDK12A58A7C033,Baby I,AREUIRT11F4C8408E6,Peter Spence
SOBQKWL12A8C14337F,Town Topic (Instrumental),ARRJNTE1187FB44E12,Casiotone For The Painfully Alone
SOGPMNP12AB0186B39,Out In The Street (Live In Cleveland_ Ohio),AROATPL1187FB48E12,UFO
SOBHRGE12A8C13C81D,Gangsta's Fairytale 2 (Explicit),AROSI8L1187B9ACD43,Ice Cube
SOTRVOZ12A6D4FB91C,Again,ARRRVMG1187FB532AC,Radney Foster
SOMOHHA12A81356D12,Contessa Entellina,ARN3O411187FB4D859,Stephan Micus
SOQMNBZ12A81C2301E,Luminous Bliss,AR4MCB01187B98BF5C,Atman
SOTKBLS12AB01818BC,Boat Day At the Marina,ARP4QQS1187B998E46,Forensics
SOFUNMA12AB018636A,Religion,ARY1QJF1187B98EF3F,Kathleen Madigan
SOHFJCZ12CF533CFBB,Why We Thugs (edited version),AROSI8L1187B9ACD43,Ice Cube
SOHAXAJ12AB0187327,Are We Really Doing Your Will,ARFCOGY1187FB454B4,The Winans
SOMBLEC12A6D4F5761,S.O.S.,ARIQZ2V1187B98E546,A-Studio
SOCWCNX12AB0185027,When Will I Be Loved,ARFLHWV1187FB4E77F,Sandy Posey
SOCPFPB12AB018C6F6,Can't Hold Back,ARAEXD61187B9B7543,Bellatrax feat. Tina Cousins
SOSMXVN12AB01850E9,La Luna Enamora - Original,ARH1UTX1187FB50CAA,Bobby Capo
SOKNLLQ12A8C13F42B,Fanfare For Freedom,ARPMJGA11F4C83BDFE,US Coast Guard Band
SOYQOTZ12A6D4FCD86,Le Théâtre / Bof L'Important C'Est D'Aimer,ARFAKQ01187B990163,Georges Delerue
SOLXJZP12A8C1352AE,In The Name Of God (Gentle Revolution Album Version),AREXX3T1187B989950,Scott Krippayne
SORDHCR12A8C13EF5E,Step 2 It,AROJ4RQ1187FB50102,Pinch feat. Rudey Lee
SOFBETS12AB018BE24,Sleeping My Day Away [Live],AR9OTFC11C8A415220,D.A.D.
SOKHEON12A8C13EABE,Pranafestation,ARWLJLY1187B9AD881,Desert Dwellers
SOAFHVH12AAF3B11C8,The Drop-Off,ARUHYH21187B98BA89,The Tragically Hip
SOQHTSH12AB01849EE,There Will Be Blood Tonight,AR8FMEN1187FB4A657,Lizzy Borden
SOAVOLU12AB01817A3,Sentimental Journey,ARXGICZ1187FB444DD,The Merry Macs
SOGBUUF12AB018B87E,Let's Get It Started,ARTDQRC1187FB4EFD4,Black Eyed Peas
SOIGYUY12A6D4F8A3F,Harlem Shuffle,ARGS67J1187FB3FC1A,Righteous Brothers
SOSAANW12A6D4F7BB8,Collapsar,ARDPTGD1187B9AD361,Brand X
SODKPKO12A58A79DF7,I believe,ARD7TVE1187B99BFB1,Casual
SOGLAIH12A8C13795D,Are We Mindless?,ARVD9M11187FB49291,Headhunter
SOCBXDX12A8C13EE08,Bubbles in My Beer,AR9OLFX1187B9A5762,Bob Wills
SOYFKLP12AB018C767,Playing the Role of God,ARO4H5M1187FB4384D,Adrenaline
SOBFTUR12AB0184285,Stranger In My Room,AR2AGLK1187B9AAAD0,Year Long Disaster
SOWTLWU12A6D4FC350,Sabina,AR41B9G1187B990D63,Sam Fan Thomas
SOQONHY12AC468A056,In Place Of Love [edit],ARVHJV91187B9B7C91,Terminal 11 feat. b.b0Nd
SOVIPHT12A8C139E9B,Sangre americana,ARPAAPH1187FB3601B,Bacilos
SOBYHEB12AB01877E6,Wigue,AR9YI7H1187B9960E3,Dobet Gnahoré
SOYUGSB12AB01865FA,Grin'in In Ya Face,ARGKWSI11F50C488CC,Smidi Beats
SOYEJKC12A8C136E3D,Of Myth And Men (Album Version),AR8J63I119B8668504,Red I Flight
SOQZQVN12A58A7B99D,Hip Hug Her,ARGY96L1187FB410ED,Jimmy McGriff
SOADNGK12AB017F955,I'm Going Around In Circles,AR6Y8JF1187B9BA1D5,Jimmy Witherspoon
SOEHRVB12A8C1324C3,Better Way Of Life,ARB78VW1187B98F81C,George Nooks
SOALDWR12A6D4FAEA3,Personal Tragedy,ARKON4P1187B98B291,Ron Goodwin
SOQEYUG12A8C1427A1,For Me And My Gal,ARYT3BY1187B98C20E,Ed Ames
SOIGUEG12AB017DCDA,Fair Diana,ARTPVDV1187B9A61F1,Johnny Keating & All Stars
SOPQUHV12A8C143FB2,Frontiers (LP Version),ARJXULI11F4C83C865,Bela Fleck And The Flecktones
SOLXEVV12AB0181AB4,Bar Talk,ARPOQKS1187B988FE2,Ed Calle
SOACOTR12A8C13753B,Heiliges Feuer,ARL1QL91187B994B08,A Challenge Of Honour
SOBTSMO12A8C135EDF,Cursed Again,AR06IFV1187B9977EC,MU330
SONSNRE12A6D4FA2F7,Happy Cycling,AROG07L1187FB4C826,Boards of Canada
SOBBTBP12AB017CC42,Un Amor En El Olvido,ARXB7B21187B98BEF0,Marisela
SOEGPFZ12AB0180F58,Freedom,ARL5BEN1187B98E4D9,Jah Cure
SOYNSUU12AB01838B2,Urbania,AR1DC0611A348EFB30,Statues
SOKWQCX12AF729F29A,Old Friends,ARIWB161187B9AA1D5,Simon & Garfunkel
SOLCPUF12AC468E0B3,Drummer Boy,AR9YS621187FB5AC07,The Clark Sisters
SOHSNYO12A8C134B6C,I'm Amazing,ARO0QD41187FB3AB0A,Keb' Mo'
SOKWGBG12AC4685CBC,Double Jig: The Rolling Wave,ARXZP9T1187FB4565D,Willie Clancy
SOJQZKY12AB018BEEF,Roman Empire,AR65OLD1187FB5C103,P.o.d
SOTYSQF12A8C13E0AA,We Will Rock You,ARPAAHK1187B9ABB00,Nickelback
SONPTCR12A8C14141A,Celebration,ARBQ5TQ1187B992B8A,Vivian
SOMECAL12AF72A464D,Time Will Crawl (Extended Dance Mix),ARJA1841187FB3A029,David Bowie
SOEERUL12A8C144976,Gone But Not Forgotten,AR7KA5V1187FB44E6B,The Del McCoury Band
SOTFZEZ12A6D4F79CF,The Ultimate,AR8RXRI1187FB4104B,The Roots
SOYSVCJ12A6D4F91D2,Pushing Me Away (Album Version),ARQUMH41187B9AF699,Linkin Park
SOCCSCK12A58A7B859,Razamataz,AR00LNI1187FB444A5,Bruce BecVar
SOUJQRS12A6D4F7ADE,Use Of A Weapon (Album Version),AR7GUNF1187B990CCF,Between The Buried And Me
SOCBIEJ12A8C135CDB,All Too Human,ART35UC1187FB4CC25,The Flies
SOROCHB12AB0185298,Porn,ARDUJZJ1252CCFA253,Whitney Cummings
SOZLLLT12A3F1EA275,Mr. Bozack,ARSQDUN1187B98D7D7,EPMD
SOCUDML12A5829113A,Thank You Mama,AREWQSE1187B9AEC6C,The Jackson Southernaires
SOYUONX12A58A7A821,Why Don't You Spend The Night,ARGIABO1187FB4B3B5,Ronnie Milsap
SOKERLR12AB0186B69,Fefita,ARRVUWA1187B9A0FE2,Orquesta Aragon
SOMEQIJ12A8C139C37,Granada,ARUKJUP12086C14589,Ramón Vargas
SOEFDUR12A8C14337A,She Can't Burn Me Now,AR7KA5V1187FB44E6B,The Del McCoury Band
SOFZXJY12AC46876EA,Xoanina,ARGTUWC1187B9904A0,Susana Seivane
SOUZPOP12AB018DB4E,Celebration [Felguk Love Remix],ARBEOHF1187B9B044D,Madonna
SOLDPYY12AAF3B4633,Fade Away,ARIOSKN1257509BCE1,Cama
SOZUEFV12A8C141169,Drive,ARRW6DJ1187FB50A67,Pacha Massive
SOACCLQ12A6D4F7F64,Ek Pegh,ARAXVPF1241B9C9684,Kuldeep Paras
SOTUQQU12AB018CE53,My Heart Goes Up,ARSMT991187B9A5C45,Keira Green
SOVJHFQ12A8C13BBF1,Be Like That,ARW1MUW1187FB4D5A1,3 Doors Down
SOCPLZA12AB018ED00,Hear Me Talkin' To You,ARWQ2DR1187B98FF28,Ma Rainey & Her Tub Jug Washboard Band
SOJXLZA12A6D4F7664,Things Could Turn Around,ARMH10M1187FB4184F,fIREHOSE
SOJOBPR12A8C13A022,Festival Resurrection (Outro),AROP6331187FB398F7,Festival
SOALEHA12A8C13ECB3,Thanks A Lot,ARF3GX71187FB3EB66,Martina McBride
SOFLXUY12A8C1364F6,Why Jack Called,AR0CWOB1187B99FA08,Christophe Beck
SOSCXBY12A8AE469FF,Herval na percaria,ARMEADM11F50C4FDC7,Amanajé
SOFOFCW12AC468DFC5,Alligator Come Across (Live),ARWI92K1187B98A5CC,Jets
SOGHTLP12AB0187CE8,Tus Viejas Cartas,ARRS5961187B99F9DE,Nicho Hinojosa
SOCVAKZ12AB0184D4F,Un nuovo giorno,ARZBYDY1187FB46DD7,Cali
SOVTKCZ12A8C133DC1,Dark As A Dungeon (LP Version),AR5995Z1187B9A112B,The Tarriers
SOSPFTC12AB018E880,O Raaje,ARJ1AMB1187FB40661,Sukhwinder Singh
SOGBKCK12AF72A0051,Esta Muy Claro,ARXRK5A1187FB3EAC6,Jaguares
SOQDCJO12A6701C086,Consume (LP Version),ARHL8SP1187B98F8A3,Sick Of It All
SOHRYJO12A8AE45E9D,Love Unlimited (Remix) (Explicit),ARCLFWR1187B9AE7B2,Fun Lovin' Criminals
SOREKVX12A8C13887F,Precious Lord,ARUNYOW1187FB43F2A,Blind Boy Fuller
SOGWPOW12A8C142356,Eastern Magic,ARO8LVR1187B9A0DE5,Jah Debda
SOWFTOP12A6D4F6E3D,Gentle; the Night (from And the Stars Go With You),ARZ185I1187FB5B8C5,Jonn Serrie
SOGDOEZ12A6D4F9FBF,An Old Fashioned Christmas,AR58JT11187B9AF4CC,Carpenters
SOTUHTD12A8C133D88,Belleza Pasajera,ARGNGRI11E2835D567,Tam Tam Go!
SOESPEB12AB018193D,Sky Inferno,AREY3RN1187B993C5F,Goatwhore
SOZKTRT12A58A7CF13,Roger Milla,AR5RA3W1187B9B4A22,Pepe Kalle
SOAZOFQ12A81C20B43,For Abai and Togshan,ARN3O411187FB4D859,Stephan Micus
SOFKDPV12A8C131B03,Towin' The Line,AR9A5TK1187B9AD07F,fIREHOSE
SOJUJSM12A6D4FAE9B,The Story Of My Life,ARBUHDB1187FB3E72C,Bobby Vee
SOTYEJF12AB018D2C2,Keiki Slack Key (Instrumental),ARDAONS11F4C844929,Ray Kane
SOGNZTE12A67AD8518,Guillaume Tell_ Acte II (1988 Digital Remaster): Ils s'éloignent enfin....Sombre forêt,ARDR4AC1187FB371A1,Montserrat Caballé/Royal Philharmonic Orchestra/Lamberto Gardelli
SOBFXLE12AB0183D1A,En Souplesse,ARHSS201187B98A8CC,Yvette Horner
SOHGOUQ12A8C145269,Letter from Home,AR1CD5Z1187B98F2C2,Pat Metheny
SONWGAE12A6D4FE8E6,Glee Club,ARHULUL119B8668FAD,When Dinosaurs Ruled The Earth
SOBTQJS12AB017E85E,Out Deh,AR57Z841187B9B7D7D,Gregory Isaacs
SOKTPEY12AB018170C,You Live_ You Die,AR74W1A1187FB5ACFC,Devanic
SOXOTFT12AB01826AB,Rollin' And Tumblin',ARP5MSK1187B99A54C,Jimmy Burns
SOMOYIF12AB01838BF,An Plas'ay,ARJQ8WU1187FB37FCD,Patrick Saint-Eloi
SOAJXVE12A6D4F5749,Supervisor (Instrumental) (edition Tromo/Rückbank),ARQZ3MW1187B99C9B1,Barry Künzel
